Model,TargetType,SalePrice,PredictedPrice,Residual,PercentError,AbsolutePercentError,Neighborhood,OverallQual,TotalSF,HasGarage
Ridge,Actual,80000,57825.64169904117,22174.358300958833,0.2771794787619854,0.2771794787619854,Edwards,4,1596,1
Ridge,Log,80000,84128.52739609734,-4128.527396097343,-0.051606592451216786,0.051606592451216786,Edwards,4,1596,1
Lasso,Actual,80000,57408.68588719414,22591.314112805863,0.2823914264100733,0.2823914264100733,Edwards,4,1596,1
Lasso,Log,80000,86280.87628338014,-6280.876283380145,-0.07851095354225181,0.07851095354225181,Edwards,4,1596,1
Ridge,Actual,149000,124467.7006510215,24532.2993489785,0.1646463043555604,0.1646463043555604,BrkSide,5,2618,1
Ridge,Log,149000,121409.02479637421,27590.975203625785,0.18517433022567642,0.18517433022567642,BrkSide,5,2618,1
Lasso,Actual,149000,124034.21340969976,24965.78659030024,0.1675556147000016,0.1675556147000016,BrkSide,5,2618,1
Lasso,Log,149000,122924.33034688537,26075.66965311463,0.17500449431620557,0.17500449431620557,BrkSide,5,2618,1
Ridge,Actual,180000,191603.04849825968,-11603.048498259683,-0.06446138054588713,0.06446138054588713,SawyerW,6,2596,1
Ridge,Log,180000,182590.75163163673,-2590.7516316367255,-0.014393064620204031,0.014393064620204031,SawyerW,6,2596,1
Lasso,Actual,180000,192303.10058944492,-12303.100589444919,-0.06835055883024956,0.06835055883024956,SawyerW,6,2596,1
Lasso,Log,180000,180396.04414187852,-396.04414187851944,-0.0022002452326584415,0.0022002452326584415,SawyerW,6,2596,1
Ridge,Actual,174500,151465.83206251077,23034.167937489226,0.1320009623924884,0.1320009623924884,Crawfor,7,2268,1
Ridge,Log,174500,146461.22081471523,28038.779185284773,0.16068068301022792,0.16068068301022792,Crawfor,7,2268,1
Lasso,Actual,174500,162469.31559199074,12030.684408009256,0.06894375018916479,0.06894375018916479,Crawfor,7,2268,1
Lasso,Log,174500,152813.2044171564,21686.795582843595,0.12427963084724124,0.12427963084724124,Crawfor,7,2268,1
Ridge,Actual,116900,128926.25909835077,-12026.259098350769,-0.10287646790719221,0.10287646790719221,OldTown,7,1683,1
Ridge,Log,116900,126730.38036583092,-9830.380365830919,-0.084092218698297,0.084092218698297,OldTown,7,1683,1
Lasso,Actual,116900,137523.64902653845,-20623.64902653845,-0.17642129192932804,0.17642129192932804,OldTown,7,1683,1
Lasso,Log,116900,131141.03743144625,-14241.037431446253,-0.1218223903459902,0.1218223903459902,OldTown,7,1683,1
Ridge,Actual,143000,164582.34769017005,-21582.34769017005,-0.15092550832286747,0.15092550832286747,OldTown,7,2132,1
Ridge,Log,143000,158050.92937807937,-15050.929378079367,-0.1052512543921634,0.1052512543921634,OldTown,7,2132,1
Lasso,Actual,143000,179505.25404039532,-36505.25404039532,-0.2552814967859812,0.2552814967859812,OldTown,7,2132,1
Lasso,Log,143000,164914.62469618427,-21914.62469618427,-0.15324912374954036,0.15324912374954036,OldTown,7,2132,1
Ridge,Actual,124000,110179.29374091467,13820.706259085331,0.11145730854101074,0.11145730854101074,NAmes,6,1864,1
Ridge,Log,124000,116937.67007656686,7062.329923433135,0.056954273576073675,0.056954273576073675,NAmes,6,1864,1
Lasso,Actual,124000,116536.44441326271,7463.55558673729,0.06018996440917169,0.06018996440917169,NAmes,6,1864,1
Lasso,Log,124000,118205.41533588577,5794.584664114227,0.046730521484792155,0.046730521484792155,NAmes,6,1864,1
Ridge,Actual,149900,158802.06092467837,-8902.060924678372,-0.0593866639404828,0.0593866639404828,Edwards,5,2932,1
Ridge,Log,149900,149529.60640408393,370.39359591607354,0.0024709379313947533,0.0024709379313947533,Edwards,5,2932,1
Lasso,Actual,149900,156168.63630326616,-6268.636303266161,-0.041818787880361315,0.041818787880361315,Edwards,5,2932,1
Lasso,Log,149900,148380.5791094771,1519.420890522888,0.010136230090212727,0.010136230090212727,Edwards,5,2932,1
Ridge,Actual,230000,190851.23847335446,39148.76152664554,0.1702120066375893,0.1702120066375893,Crawfor,6,2884,1
Ridge,Log,230000,184843.17116269658,45156.828837303416,0.19633403842305833,0.19633403842305833,Crawfor,6,2884,1
Lasso,Actual,230000,196883.9778545719,33116.02214542811,0.14398270498012222,0.14398270498012222,Crawfor,6,2884,1
Lasso,Log,230000,184550.1518573086,45449.84814269139,0.19760803540300606,0.19760803540300606,Crawfor,6,2884,1
Ridge,Actual,120500,129842.11896673612,-9342.118966736118,-0.07752795823017525,0.07752795823017525,IDOTRR,6,1632,1
Ridge,Log,120500,128840.80361719291,-8340.803617192912,-0.06921828727960923,0.06921828727960923,IDOTRR,6,1632,1
Lasso,Actual,120500,127684.75014820936,-7184.750148209365,-0.059624482557754065,0.059624482557754065,IDOTRR,6,1632,1
Lasso,Log,120500,126427.99361447022,-5927.993614470222,-0.0491949677549396,0.0491949677549396,IDOTRR,6,1632,1
Ridge,Actual,201800,227125.71356304293,-25325.713563042926,-0.12549907613004424,0.12549907613004424,NAmes,7,2684,1
Ridge,Log,201800,221312.42047367766,-19512.42047367766,-0.0966918754889874,0.0966918754889874,NAmes,7,2684,1
Lasso,Actual,201800,227028.51668291207,-25228.51668291207,-0.12501742657538192,0.12501742657538192,NAmes,7,2684,1
Lasso,Log,201800,216383.58985969523,-14583.589859695232,-0.07226754142564536,0.07226754142564536,NAmes,7,2684,1
Ridge,Actual,218000,205118.99474503144,12881.005254968564,0.05908718006866314,0.05908718006866314,Veenker,5,2874,1
Ridge,Log,218000,205847.22258190706,12152.777418092941,0.05574668540409606,0.05574668540409606,Veenker,5,2874,1
Lasso,Actual,218000,193823.81072397658,24176.18927602342,0.11089995080744687,0.11089995080744687,Veenker,5,2874,1
Lasso,Log,218000,197300.35509903554,20699.644900964457,0.09495249954570852,0.09495249954570852,Veenker,5,2874,1
Ridge,Actual,179900,159443.7647685945,20456.235231405502,0.11370892290942469,0.11370892290942469,NAmes,5,2484,1
Ridge,Log,179900,166681.5998355336,13218.40016446641,0.07347637667852368,0.07347637667852368,NAmes,5,2484,1
Lasso,Actual,179900,150911.58822418173,28988.41177581827,0.16113625222800596,0.16113625222800596,NAmes,5,2484,1
Lasso,Log,179900,159868.37125741167,20031.628742588335,0.11134868672922921,0.11134868672922921,NAmes,5,2484,1
Ridge,Actual,230000,217729.27024855826,12270.729751441744,0.05335099891931193,0.05335099891931193,NridgHt,7,2628,1
Ridge,Log,230000,204746.6967323746,25253.303267625393,0.10979697072880606,0.10979697072880606,NridgHt,7,2628,1
Lasso,Actual,230000,212912.994932038,17087.00506796199,0.07429132638244343,0.07429132638244343,NridgHt,7,2628,1
Lasso,Log,230000,202171.02689069338,27828.973109306622,0.12099553525785488,0.12099553525785488,NridgHt,7,2628,1
Ridge,Actual,235128,243744.35911422828,-8616.359114228282,-0.03664539788637798,0.03664539788637798,Somerst,8,3160,1
Ridge,Log,235128,233036.3441855696,2091.6558144304145,0.00889581765859623,0.00889581765859623,Somerst,8,3160,1
Lasso,Actual,235128,248674.57806628873,-13546.578066288726,-0.05761363200592327,0.05761363200592327,Somerst,8,3160,1
Lasso,Log,235128,238894.05184716202,-3766.051847162016,-0.016017028372469534,0.016017028372469534,Somerst,8,3160,1
Ridge,Actual,185000,194532.5778214055,-9532.577821405488,-0.05152744768327291,0.05152744768327291,NWAmes,6,2777,1
Ridge,Log,185000,182300.72527479968,2699.2747252003173,0.014590674190271985,0.014590674190271985,NWAmes,6,2777,1
Lasso,Actual,185000,191962.6675545374,-6962.667554537387,-0.037636040835337226,0.037636040835337226,NWAmes,6,2777,1
Lasso,Log,185000,180807.01813912424,4192.981860875763,0.022664766815544666,0.022664766815544666,NWAmes,6,2777,1
Ridge,Actual,146000,156298.12623185344,-10298.126231853443,-0.07053511117707838,0.07053511117707838,NPkVill,6,2311,1
Ridge,Log,146000,151980.29716263438,-5980.297162634379,-0.04096093947009848,0.04096093947009848,NPkVill,6,2311,1
Lasso,Actual,146000,152995.29862959232,-6995.298629592318,-0.04791300431227615,0.04791300431227615,NPkVill,6,2311,1
Lasso,Log,146000,150904.15216683756,-4904.152166837564,-0.03359008333450387,0.03359008333450387,NPkVill,6,2311,1
Ridge,Actual,224000,224586.98188964324,-586.9818896432407,-0.0026204548644787533,0.0026204548644787533,Crawfor,6,2936,1
Ridge,Log,224000,215290.78201299012,8709.217987009877,0.03888043744200838,0.03888043744200838,Crawfor,6,2936,1
Lasso,Actual,224000,212261.333544339,11738.666455661005,0.05240476096277234,0.05240476096277234,Crawfor,6,2936,1
Lasso,Log,224000,202146.3123755193,21853.68762448069,0.09756110546643167,0.09756110546643167,Crawfor,6,2936,1
Ridge,Actual,129000,116181.30907344131,12818.690926558687,0.0993696971051061,0.0993696971051061,Sawyer,5,1788,1
Ridge,Log,129000,122770.41052441376,6229.589475586239,0.04829139128361426,0.04829139128361426,Sawyer,5,1788,1
Lasso,Actual,129000,120387.92272571192,8612.07727428808,0.0667602889479696,0.0667602889479696,Sawyer,5,1788,1
Lasso,Log,129000,126231.81225783627,2768.1877421637328,0.021458819706695602,0.021458819706695602,Sawyer,5,1788,1
Ridge,Actual,108959,133012.46158522821,-24053.461585228215,-0.22075699653289968,0.22075699653289968,Sawyer,4,2456,1
Ridge,Log,108959,123483.29849570348,-14524.298495703479,-0.13330058550191795,0.13330058550191795,Sawyer,4,2456,1
Lasso,Actual,108959,137915.123412391,-28956.123412390996,-0.2657524703089327,0.2657524703089327,Sawyer,4,2456,1
Lasso,Log,108959,125889.79628617893,-16930.796286178927,-0.15538685456161425,0.15538685456161425,Sawyer,4,2456,1
Ridge,Actual,194000,176772.3563828847,17227.643617115304,0.08880228668616136,0.08880228668616136,Veenker,5,2792,1
Ridge,Log,194000,172714.29783585545,21285.702164144546,0.10972011424816776,0.10972011424816776,Veenker,5,2792,1
Lasso,Actual,194000,170729.7924129877,23270.207587012294,0.11994952364439326,0.11994952364439326,Veenker,5,2792,1
Lasso,Log,194000,170011.6262625875,23988.373737412505,0.12365141101759024,0.12365141101759024,Veenker,5,2792,1
Ridge,Actual,233170,213303.91910813993,19866.080891860067,0.08519998667006934,0.08519998667006934,NridgHt,7,3004,1
Ridge,Log,233170,198484.37224005687,34685.627759943134,0.148756820173878,0.148756820173878,NridgHt,7,3004,1
Lasso,Actual,233170,212788.97757896848,20381.02242103152,0.08740842484466922,0.08740842484466922,NridgHt,7,3004,1
Lasso,Log,233170,199294.09247981786,33875.90752018214,0.1452841597125794,0.1452841597125794,NridgHt,7,3004,1
Ridge,Actual,245350,250544.14061974402,-5194.140619744023,-0.02117033062866934,0.02117033062866934,CollgCr,8,3388,1
Ridge,Log,245350,241429.96446721486,3920.035532785143,0.015977320288506798,0.015977320288506798,CollgCr,8,3388,1
Lasso,Actual,245350,255962.07058042934,-10612.07058042934,-0.043252784106090646,0.043252784106090646,CollgCr,8,3388,1
Lasso,Log,245350,248768.2286503439,-3418.2286503438954,-0.01393205074523699,0.01393205074523699,CollgCr,8,3388,1
Ridge,Actual,173000,206656.14636968213,-33656.14636968213,-0.19454419866868283,0.19454419866868283,Gilbert,6,2630,1
Ridge,Log,173000,201593.56035014777,-28593.560350147774,-0.16528069566559409,0.16528069566559409,Gilbert,6,2630,1
Lasso,Actual,173000,203350.9286050764,-30350.92860507639,-0.1754388936709618,0.1754388936709618,Gilbert,6,2630,1
Lasso,Log,173000,197207.8739058647,-24207.87390586469,-0.13992990697031613,0.13992990697031613,Gilbert,6,2630,1
Ridge,Actual,235000,198842.35771665158,36157.642283348425,0.1538623075887167,0.1538623075887167,Edwards,6,3235,1
Ridge,Log,235000,190142.32391658163,44857.676083418366,0.19088372801454623,0.19088372801454623,Edwards,6,3235,1
Lasso,Actual,235000,199150.51560348424,35849.48439651576,0.15255099743198197,0.15255099743198197,Edwards,6,3235,1
Lasso,Log,235000,193573.12573026455,41426.87426973545,0.17628457136057638,0.17628457136057638,Edwards,6,3235,1
Ridge,Actual,625000,430516.4033392602,194483.5966607398,0.31117375465718367,0.31117375465718367,NoRidge,10,5557,1
Ridge,Log,625000,504061.8705880824,120938.12941191759,0.19350100705906814,0.19350100705906814,NoRidge,10,5557,1
Lasso,Actual,625000,433402.5899855867,191597.4100144133,0.3065558560230613,0.3065558560230613,NoRidge,10,5557,1
Lasso,Log,625000,507665.6995385127,117334.30046148732,0.1877348807383797,0.1877348807383797,NoRidge,10,5557,1
Ridge,Actual,171000,140304.87171881585,30695.128281184152,0.17950367415897164,0.17950367415897164,Mitchel,6,2214,1
Ridge,Log,171000,123508.8468313322,47491.153168667806,0.27772604192203393,0.27772604192203393,Mitchel,6,2214,1
Lasso,Actual,171000,151396.21270516055,19603.78729483945,0.1146420309639734,0.1146420309639734,Mitchel,6,2214,1
Lasso,Log,171000,133781.47013823772,37218.529861762276,0.2176522214138145,0.2176522214138145,Mitchel,6,2214,1
Ridge,Actual,163000,179510.04436192496,-16510.044361924956,-0.10128861571733103,0.10128861571733103,NAmes,6,2522,1
Ridge,Log,163000,170519.05080391682,-7519.05080391682,-0.04612914603629951,0.04612914603629951,NAmes,6,2522,1
Lasso,Actual,163000,182547.78592058,-19547.785920580005,-0.11992506699742335,0.11992506699742335,NAmes,6,2522,1
Lasso,Log,163000,171904.91566300625,-8904.91566300625,-0.05463138443562116,0.05463138443562116,NAmes,6,2522,1
Ridge,Actual,171900,165753.8135656016,6146.186434398405,0.0357544295194788,0.0357544295194788,Somerst,7,1875,1
Ridge,Log,171900,161798.4914518793,10101.508548120706,0.058763865899480544,0.058763865899480544,Somerst,7,1875,1
Lasso,Actual,171900,166115.50482864765,5784.495171352348,0.03365035003695374,0.03365035003695374,Somerst,7,1875,1
Lasso,Log,171900,162761.26963801327,9138.73036198673,0.05316306202435562,0.05316306202435562,Somerst,7,1875,1
Ridge,Actual,200500,232480.9744173137,-31980.9744173137,-0.1595061068195197,0.1595061068195197,ClearCr,5,4205,0
Ridge,Log,200500,187101.97120624222,13398.028793757781,0.06682308625315601,0.06682308625315601,ClearCr,5,4205,0
Lasso,Actual,200500,220953.8650129762,-20453.865012976195,-0.10201428934152716,0.10201428934152716,ClearCr,5,4205,0
Lasso,Log,200500,183358.2525801832,17141.74741981679,0.08549499960008375,0.08549499960008375,ClearCr,5,4205,0
Ridge,Actual,239000,198383.76008075813,40616.23991924187,0.16994242644034255,0.16994242644034255,Crawfor,6,3297,1
Ridge,Log,239000,188135.56137865369,50864.438621346315,0.212821918917767,0.212821918917767,Crawfor,6,3297,1
Lasso,Actual,239000,199801.2745192925,39198.72548070751,0.16401140368496867,0.16401140368496867,Crawfor,6,3297,1
Lasso,Log,239000,189063.53532290904,49936.46467709096,0.20893918274933457,0.20893918274933457,Crawfor,6,3297,1
Ridge,Actual,285000,288144.94403562206,-3144.9440356220584,-0.011034891353059854,0.011034891353059854,NoRidge,8,4555,1
Ridge,Log,285000,285970.7046310168,-970.7046310168225,-0.0034059811614625354,0.0034059811614625354,NoRidge,8,4555,1
Lasso,Actual,285000,293320.091474258,-8320.091474257992,-0.029193303418449095,0.029193303418449095,NoRidge,8,4555,1
Lasso,Log,285000,287434.1703047757,-2434.1703047757037,-0.008540948437809486,0.008540948437809486,NoRidge,8,4555,1
Ridge,Actual,119500,128034.50721602414,-8534.50721602414,-0.07141847042698025,0.07141847042698025,Mitchel,5,1799,1
Ridge,Log,119500,132266.04137693276,-12766.041376932757,-0.1068287981333285,0.1068287981333285,Mitchel,5,1799,1
Lasso,Actual,119500,129464.82942189873,-9964.829421898728,-0.08338769390710234,0.08338769390710234,Mitchel,5,1799,1
Lasso,Log,119500,130971.64367943745,-11471.643679437446,-0.09599701823797026,0.09599701823797026,Mitchel,5,1799,1
Ridge,Actual,115000,123168.82215955923,-8168.822159559233,-0.07103323617008028,0.07103323617008028,OldTown,6,2042,1
Ridge,Log,115000,128821.15097021537,-13821.15097021537,-0.12018392148013365,0.12018392148013365,OldTown,6,2042,1
Lasso,Actual,115000,131780.60790282366,-16780.607902823656,-0.1459183295897709,0.1459183295897709,OldTown,6,2042,1
Lasso,Log,115000,131956.06038410068,-16956.06038410068,-0.14744400334000593,0.14744400334000593,OldTown,6,2042,1
Ridge,Actual,154900,109848.06104036309,45051.938959636915,0.2908453128446541,0.2908453128446541,Crawfor,5,2074,1
Ridge,Log,154900,116177.39183477848,38722.60816522152,0.24998455884584583,0.24998455884584583,Crawfor,5,2074,1
Lasso,Actual,154900,111387.95507497668,43512.04492502332,0.2809040989349472,0.2809040989349472,Crawfor,5,2074,1
Lasso,Log,154900,115736.7058622769,39163.2941377231,0.2528295296173215,0.2528295296173215,Crawfor,5,2074,1
Ridge,Actual,93000,100177.02905732908,-7177.029057329084,-0.07717235545515144,0.07717235545515144,Edwards,5,1124,0
Ridge,Log,93000,93580.56915500635,-580.5691550063493,-0.006242679086089778,0.006242679086089778,Edwards,5,1124,0
Lasso,Actual,93000,99877.85641839694,-6877.856418396943,-0.07395544535910692,0.07395544535910692,Edwards,5,1124,0
Lasso,Log,93000,98032.7688051113,-5032.768805111293,-0.054115793603347236,0.054115793603347236,Edwards,5,1124,0
Ridge,Actual,250000,240849.03960758966,9150.960392410343,0.036603841569641374,0.036603841569641374,Timber,7,3730,1
Ridge,Log,250000,225411.74725284916,24588.252747150837,0.09835301098860334,0.09835301098860334,Timber,7,3730,1
Lasso,Actual,250000,243277.56951170502,6722.43048829498,0.02688972195317992,0.02688972195317992,Timber,7,3730,1
Lasso,Log,250000,223342.47124572715,26657.528754272847,0.1066301150170914,0.1066301150170914,Timber,7,3730,1
Ridge,Actual,392500,248608.6244974182,143891.3755025818,0.3666022305798262,0.3666022305798262,Crawfor,8,3252,1
Ridge,Log,392500,247155.71477742147,145344.28522257853,0.37030391139510455,0.37030391139510455,Crawfor,8,3252,1
Lasso,Actual,392500,251296.81656125688,141203.18343874312,0.35975333360189327,0.35975333360189327,Crawfor,8,3252,1
Lasso,Log,392500,242044.9138882357,150455.0861117643,0.3833250601573613,0.3833250601573613,Crawfor,8,3252,1
Ridge,Actual,745000,424421.275193754,320578.724806246,0.43030701316274633,0.43030701316274633,NoRidge,10,6872,1
Ridge,Log,745000,481544.62532209273,263455.37467790727,0.35363137540658696,0.35363137540658696,NoRidge,10,6872,1
Lasso,Actual,745000,444839.0866098255,300160.9133901745,0.4029005548861403,0.4029005548861403,NoRidge,10,6872,1
Lasso,Log,745000,539816.8959218623,205183.10407813767,0.27541356252099014,0.27541356252099014,NoRidge,10,6872,1
Ridge,Actual,120000,148835.46451712094,-28835.46451712094,-0.2402955376426745,0.2402955376426745,OldTown,5,2250,1
Ridge,Log,120000,134257.7484643149,-14257.748464314907,-0.11881457053595756,0.11881457053595756,OldTown,5,2250,1
Lasso,Actual,120000,142707.2066082831,-22707.2066082831,-0.1892267217356925,0.1892267217356925,OldTown,5,2250,1
Lasso,Log,120000,131401.28854080394,-11401.288540803944,-0.09501073784003286,0.09501073784003286,OldTown,5,2250,1
Ridge,Actual,186700,222933.3566342496,-36233.35663424959,-0.19407261185993352,0.19407261185993352,Timber,5,3144,1
Ridge,Log,186700,200437.1201812418,-13737.1201812418,-0.07357857622518373,0.07357857622518373,Timber,5,3144,1
Lasso,Actual,186700,212391.8143866674,-25691.814386667393,-0.1376101466880953,0.1376101466880953,Timber,5,3144,1
Lasso,Log,186700,189580.38234813433,-2880.382348134328,-0.015427864746300632,0.015427864746300632,Timber,5,3144,1
Ridge,Actual,104900,113939.30819906811,-9039.30819906811,-0.08617071686432898,0.08617071686432898,Edwards,5,2005,1
Ridge,Log,104900,122637.83252372233,-17737.832523722333,-0.16909277906312994,0.16909277906312994,Edwards,5,2005,1
Lasso,Actual,104900,112128.7023469278,-7228.7023469278065,-0.06891041322142809,0.06891041322142809,Edwards,5,2005,1
Lasso,Log,104900,118696.71482905182,-13796.714829051823,-0.1315225436515903,0.1315225436515903,Edwards,5,2005,1
Ridge,Actual,95000,77649.08813349898,17350.911866501017,0.18264117754211598,0.18264117754211598,OldTown,3,2677,1
Ridge,Log,95000,94777.80223940063,222.1977605993743,0.0023389237957828876,0.0023389237957828876,OldTown,3,2677,1
Lasso,Actual,95000,77933.18467168925,17066.815328310753,0.17965068766642897,0.17965068766642897,OldTown,3,2677,1
Lasso,Log,95000,97601.6724959601,-2601.672495960098,-0.02738602627326419,0.02738602627326419,OldTown,3,2677,1
Ridge,Actual,262000,260448.62753640237,1551.372463597625,0.005921268945029103,0.005921268945029103,NoRidge,8,3248,1
Ridge,Log,262000,255861.85953069176,6138.140469308244,0.023428017058428414,0.023428017058428414,NoRidge,8,3248,1
Lasso,Actual,262000,267070.60338592605,-5070.60338592605,-0.019353448037885686,0.019353448037885686,NoRidge,8,3248,1
Lasso,Log,262000,256536.7907948722,5463.209205127787,0.02085194353102209,0.02085194353102209,NoRidge,8,3248,1
Ridge,Actual,195000,200165.33264595456,-5165.332645954564,-0.02648888536386956,0.02648888536386956,CollgCr,7,2491,1
Ridge,Log,195000,189777.46580101902,5222.534198980982,0.026782226661440936,0.026782226661440936,CollgCr,7,2491,1
Lasso,Actual,195000,204175.53491296282,-9175.534912962816,-0.047054025194681104,0.047054025194681104,CollgCr,7,2491,1
Lasso,Log,195000,192257.59276759895,2742.4072324010485,0.014063626832825889,0.014063626832825889,CollgCr,7,2491,1
Ridge,Actual,189000,209242.74998144075,-20242.74998144075,-0.10710449725630027,0.10710449725630027,Gilbert,7,2798,1
Ridge,Log,189000,202311.04884602112,-13311.04884602112,-0.07042882987312762,0.07042882987312762,Gilbert,7,2798,1
Lasso,Actual,189000,212700.6227143332,-23700.622714333207,-0.1254001201816572,0.1254001201816572,Gilbert,7,2798,1
Lasso,Log,189000,205929.12788122986,-16929.127881229855,-0.08957210519169236,0.08957210519169236,Gilbert,7,2798,1
Ridge,Actual,168000,196363.5570125626,-28363.55701256261,-0.16883069650334886,0.16883069650334886,Mitchel,4,2871,1
Ridge,Log,168000,169891.5279361402,-1891.5279361401917,-0.011259094857977332,0.011259094857977332,Mitchel,4,2871,1
Lasso,Actual,168000,180680.2726961821,-12680.272696182103,-0.07547781366775061,0.07547781366775061,Mitchel,4,2871,1
Lasso,Log,168000,163035.96667244795,4964.033327552053,0.02954781742590508,0.02954781742590508,Mitchel,4,2871,1
Ridge,Actual,174000,199438.40498226348,-25438.404982263484,-0.14619772978312348,0.14619772978312348,Somerst,8,2217,1
Ridge,Log,174000,182116.66894716147,-8116.668947161466,-0.04664752268483601,0.04664752268483601,Somerst,8,2217,1
Lasso,Actual,174000,203426.5438221282,-29426.54382212821,-0.16911806794326556,0.16911806794326556,Somerst,8,2217,1
Lasso,Log,174000,183739.36889074813,-9739.368890748126,-0.055973384429586936,0.055973384429586936,Somerst,8,2217,1
Ridge,Actual,125000,118339.64252166766,6660.357478332342,0.053282859826658736,0.053282859826658736,OldTown,5,2174,1
Ridge,Log,125000,124233.10834033738,766.8916596626223,0.006135133277300978,0.006135133277300978,OldTown,5,2174,1
Lasso,Actual,125000,121209.80328425756,3790.196715742437,0.030321573725939497,0.030321573725939497,OldTown,5,2174,1
Lasso,Log,125000,125996.32214621351,-996.3221462135116,-0.007970577169708093,0.007970577169708093,OldTown,5,2174,1
Ridge,Actual,165000,177831.05683427656,-12831.056834276562,-0.07776398081379735,0.07776398081379735,Mitchel,6,2448,1
Ridge,Log,165000,160224.8827786427,4775.117221357301,0.02894010437186243,0.02894010437186243,Mitchel,6,2448,1
Lasso,Actual,165000,177147.70278826193,-12147.70278826193,-0.07362244114098139,0.07362244114098139,Mitchel,6,2448,1
Lasso,Log,165000,162393.2168602294,2606.7831397705886,0.015798685695579327,0.015798685695579327,Mitchel,6,2448,1
Ridge,Actual,158000,143584.47256227705,14415.52743772295,0.09123751542862626,0.09123751542862626,Sawyer,6,2015,1
Ridge,Log,158000,143653.57669767426,14346.42330232574,0.0908001474830743,0.0908001474830743,Sawyer,6,2015,1
Lasso,Actual,158000,148366.06585944435,9633.934140555648,0.06097426671237752,0.06097426671237752,Sawyer,6,2015,1
Lasso,Log,158000,146190.51914183862,11809.480858161376,0.07474354973519859,0.07474354973519859,Sawyer,6,2015,1
Ridge,Actual,176000,179196.40986865698,-3196.409868656978,-0.01816141970827828,0.01816141970827828,Gilbert,6,2184,1
Ridge,Log,176000,173705.90937103768,2294.0906289623235,0.013034605846376838,0.013034605846376838,Gilbert,6,2184,1
Lasso,Actual,176000,177515.8276505213,-1515.8276505212998,-0.008612657105234659,0.008612657105234659,Gilbert,6,2184,1
Lasso,Log,176000,171563.53370557434,4436.466294425656,0.025207194854691226,0.025207194854691226,Gilbert,6,2184,1
Ridge,Actual,219210,235384.04499155554,-16174.044991555536,-0.07378333557572891,0.07378333557572891,Gilbert,7,2742,1
Ridge,Log,219210,238675.2099508032,-19465.209950803197,-0.08879708932440672,0.08879708932440672,Gilbert,7,2742,1
Lasso,Actual,219210,235649.70965568157,-16439.709655681567,-0.0749952541201659,0.0749952541201659,Gilbert,7,2742,1
Lasso,Log,219210,236601.2339419401,-17391.233941940096,-0.07933595156215545,0.07933595156215545,Gilbert,7,2742,1
Ridge,Actual,144000,143986.96432983555,13.035670164448675,9.05254872531158e-05,9.05254872531158e-05,OldTown,7,2505,1
Ridge,Log,144000,136732.62465865834,7267.375341341656,0.05046788431487261,0.05046788431487261,OldTown,7,2505,1
Lasso,Actual,144000,155468.5701240398,-11468.570124039805,-0.07964284808360976,0.07964284808360976,OldTown,7,2505,1
Lasso,Log,144000,140519.84856470558,3480.1514352944214,0.024167718300655703,0.024167718300655703,OldTown,7,2505,1
Ridge,Actual,178000,190814.13976121307,-12814.139761213068,-0.07198954922029813,0.07198954922029813,CollgCr,7,2424,1
Ridge,Log,178000,183901.57670152796,-5901.576701527956,-0.0331549252894829,0.0331549252894829,CollgCr,7,2424,1
Lasso,Actual,178000,193709.4847242905,-15709.484724290494,-0.08825553215893536,0.08825553215893536,CollgCr,7,2424,1
Lasso,Log,178000,185207.4842540623,-7207.484254062292,-0.04049148457338366,0.04049148457338366,CollgCr,7,2424,1
Ridge,Actual,148000,135805.8415447402,12194.158455259807,0.08239296253553924,0.08239296253553924,Sawyer,4,2433,1
Ridge,Log,148000,135311.27609313923,12688.723906860774,0.08573462099230253,0.08573462099230253,Sawyer,4,2433,1
Lasso,Actual,148000,131034.44280063431,16965.557199365692,0.11463214323895737,0.11463214323895737,Sawyer,4,2433,1
Lasso,Log,148000,131027.0866981438,16972.9133018562,0.1146818466341635,0.1146818466341635,Sawyer,4,2433,1
Ridge,Actual,116050,79861.0356184721,36188.9643815279,0.3118394173332865,0.3118394173332865,NAmes,4,1728,1
Ridge,Log,116050,101838.25593245703,14211.744067542968,0.12246224961260636,0.12246224961260636,NAmes,4,1728,1
Lasso,Actual,116050,78376.81758496996,37673.18241503004,0.324628887677984,0.324628887677984,NAmes,4,1728,1
Lasso,Log,116050,101615.71387865904,14434.286121340963,0.12437988902491136,0.12437988902491136,NAmes,4,1728,1
Ridge,Actual,197900,198310.02844079604,-410.02844079604256,-0.0020718971237799018,0.0020718971237799018,CollgCr,7,2645,1
Ridge,Log,197900,188749.74523973165,9150.254760268348,0.04623675977902147,0.04623675977902147,CollgCr,7,2645,1
Lasso,Actual,197900,204201.7505674653,-6301.750567465293,-0.03184310544449365,0.03184310544449365,CollgCr,7,2645,1
Lasso,Log,197900,193523.0921007899,4376.907899210113,0.022116765534159238,0.022116765534159238,CollgCr,7,2645,1
Ridge,Actual,117000,130497.48220715472,-13497.482207154724,-0.11536309578764721,0.11536309578764721,BrkSide,5,2232,1
Ridge,Log,117000,137001.5927487756,-20001.592748775613,-0.17095378417756935,0.17095378417756935,BrkSide,5,2232,1
Lasso,Actual,117000,129609.40204051315,-12609.402040513145,-0.10777266701293287,0.10777266701293287,BrkSide,5,2232,1
